company_name,ratings,reviews,Industry,locations,highly_rated_aspects,critically_rated_aspects
ThoughtWorks,3.9,606,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Becton Dickinson,4.0,606,Medical Equipment,Bangalore / Bengaluru +37 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Royaloak Incorporation,3.7,606,Furniture & Furnishing,Bangalore / Bengaluru +47 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Dhani Services,3.7,606,,Mumbai +79 other locations,,"Job Security, Promotions / Appraisal"
Monte Carlo,4.2,605,Fashion & Textile,Ahmedabad +103 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Sl Lumax,3.4,605,Auto Components,Chennai +17 other locations,,"Work Life Balance, Promotions / Appraisal, Company Culture"
Kaizen IT Services,4.0,605,IT Services & Consulting,Kolkata +90 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
IRB Infrastructure,3.9,605,Engineering & Construction,Mumbai +70 other locations,Work Life Balance,Promotions / Appraisal
Sir H. N. Reliance Foundation Hospital and Research,4.3,605,Healthcare,Mumbai +10 other locations,"Skill Development / Learning, Job Security, Salary & Benefits",
Columbia Asia,4.6,604,Healthcare,Bangalore / Bengaluru +19 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
Shriram Automall,4.0,605,Internet,New Delhi +107 other locations,"Work Life Balance, Job Security, Company Culture",
ShareChat,3.6,604,Internet,Bangalore / Bengaluru +41 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction"
Central Reserve Police Force,4.6,604,Government,New Delhi +95 other locations,"Job Security, Salary & Benefits, Company Culture",
Ongc Petro Additions,4.0,604,Petrochemicals,Bharuch +30 other locations,"Job Security, Work Life Balance, Company Culture",
Ugam Solution,3.6,604,IT Services & Consulting,Mumbai +14 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
HDFC Asset Management Company,4.1,603,Financial Services,Mumbai +139 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Agrostar,3.9,604,Internet,Pune +51 other locations,"Company Culture, Skill Development / Learning",Job Security
National Stock Exchange of India,3.6,603,Financial Services,Mumbai +33 other locations,Job Security,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning"
Holiday Inn,4.1,603,Hospitality,New Delhi +61 other locations,"Job Security, Skill Development / Learning, Company Culture",
Einfochips,3.5,604,IT Services & Consulting,Ahmedabad +13 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Carnival Cruise Lines,4.2,603,Sports & Recreation,Mumbai +31 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Royal Caribbean International,4.2,602,Sports & Recreation,Mumbai +25 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning",
Super Smelters,3.7,602,Iron & Steel,Asansol +25 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
IDBI Intech Limited,3.3,602,IT Services & Consulting,Mumbai +28 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
SOLAR INDUSTRIES INDIA,3.7,602,Defence & Aerospace,Nagpur +40 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
BDO RISE Private Limited,3.6,601,Accounting & Auditing,Bangalore / Bengaluru +9 other locations,,"Promotions / Appraisal, Salary & Benefits"
Chaitanya India Fin Credit,4.0,601,NBFC,Bangalore / Bengaluru +169 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
Jain Irrigation Systems,3.7,601,Agriculture,Jalgaon +89 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Grab A Grub Services,3.9,600,Logistics,Mumbai +113 other locations,,"Promotions / Appraisal, Job Security"
Sasken,3.7,600,IT Services & Consulting,Bangalore / Bengaluru +12 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Annalect,3.4,599,Marketing & Advertising,Bangalore / Bengaluru +14 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Mavenir Systems,3.3,599,IT Services & Consulting,Bangalore / Bengaluru +19 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Finastra,3.7,599,Software Product,Bangalore / Bengaluru +13 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Job Security"
Fiem Industries,3.6,599,Auto Components,Hosur +28 other locations,Salary & Benefits,"Job Security, Company Culture, Work Life Balance"
Sudarshan Chemical Industries,3.9,600,Chemicals,Roha +26 other locations,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Revolut,2.5,600,FinTech,Bangalore / Bengaluru +20 other locations,Salary & Benefits,"Job Security, Company Culture, Work Satisfaction"
Serum Institute of India,4.2,598,Biotechnology,Pune +26 other locations,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal
Renovision Automation Services,3.3,598,IT Services & Consulting,New Delhi +70 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Bridge & Roof Co,3.5,598,Engineering & Construction,Kolkata +64 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Godrej Industries,4.1,597,Real Estate,Mumbai +68 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Hamilton Housewares,3.9,598,Consumer Electronics & Appliances,Mumbai +52 other locations,Work Life Balance,Promotions / Appraisal
Sigma Engineered Solutions,3.9,597,Industrial Machinery,Pune +13 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Aster Dm Healthcare,3.6,597,Healthcare,Bangalore / Bengaluru +40 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Cyfuture,3.0,596,IT Services & Consulting,Noida +37 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Vedanta Limited,3.8,596,Metals & Mining,Lanjigarh +52 other locations,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Life Balance"
BT E Serv,4.0,595,BPO,Kolkata +6 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Cashify,3.8,594,Internet,Gurgaon / Gurugram +57 other locations,Work Life Balance,"Job Security, Promotions / Appraisal"
Wissen Technology,3.7,593,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,,Promotions / Appraisal
Blackberrys,3.7,593,Fashion & Textile,Gurgaon / Gurugram +92 other locations,,"Job Security, Promotions / Appraisal"
Excitel Broadband,3.6,592,Telecom,New Delhi +44 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
BMC Software,4.0,592,Software Product,Pune +10 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Jubilant Agri and Consumer Products,4.0,592,Chemicals,Gurgaon / Gurugram +113 other locations,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal
Finolex Industries,3.6,599,Building Material,Pune +72 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
Schwing Stetter,3.9,591,Industrial Machinery,Chennai +44 other locations,Job Security,Promotions / Appraisal
Kirloskar Ferrous Industries,3.7,592,Iron & Steel,Koppal +22 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Medley Pharmaceuticals,3.9,591,Pharma,Mumbai +76 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Medcode,4.0,591,IT Services & Consulting,Hyderabad / Secunderabad +10 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Kellogg,4.2,590,FMCG,Mumbai +85 other locations,"Company Culture, Work Life Balance, Job Security",
AVTEC,3.5,589,Auto Components,Hosur +26 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
Jayaswal Neco Industries,4.0,589,Iron & Steel,Raipur +29 other locations,"Job Security, Work Life Balance, Company Culture",
CSG International,3.5,588,IT Services & Consulting,Bangalore / Bengaluru +13 other locations,,"Promotions / Appraisal, Skill Development / Learning, Job Security"
Matrimonialsindia,4.9,588,Internet,New Delhi,"Company Culture, Work Life Balance, Work Satisfaction",
VDA Infosolutions,3.8,588,IT Services & Consulting,Pune +35 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Vedang Cellular Services,3.8,589,Telecom,Mumbai +68 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
Bharat Biotech International,3.1,588,Biotechnology,Hyderabad / Secunderabad +30 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Maxicus,4.0,588,BPO,Vadodara +15 other locations,"Company Culture, Work Life Balance, Job Security",
Action Tesa,3.8,587,Building Material,Sitarganj +59 other locations,,"Promotions / Appraisal, Salary & Benefits"
Coal India,4.0,587,Metals & Mining,Kolkata +62 other locations,"Job Security, Salary & Benefits, Work Life Balance",
InsuranceDekho,3.5,589,Internet,Gurgaon / Gurugram +79 other locations,,"Promotions / Appraisal, Job Security, Work Life Balance"
Hpl Electric & Power,3.6,586,Electrical Equipment,Gurgaon / Gurugram +68 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Saudi Aramco,4.5,586,Oil & Gas,Mumbai +37 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Inspira Enterprise India Limited,3.6,586,IT Services & Consulting,Mumbai +35 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Toyoda Gosei Minda,4.2,585,Auto Components,Neemrana +25 other locations,"Job Security, Company Culture, Work Life Balance",
Sapiens,3.1,586,Software Product,Bangalore / Bengaluru +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Heidelberg Cement,4.1,584,Building Material,Damoh +77 other locations,"Work Life Balance, Job Security, Company Culture",
IDP Education Limited,3.6,583,Education & Training,Chennai +49 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
Mrs Bector's Food Specialities,3.9,583,Food Processing,Greater Noida +84 other locations,,Promotions / Appraisal
Affinity Express,2.9,583,Marketing & Advertising,Pune +12 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
DealShare,3.5,583,Internet,Bangalore / Bengaluru +44 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Efs Facilities Services,3.7,582,Facility Management Services,New Delhi +59 other locations,,"Promotions / Appraisal, Salary & Benefits"
United Colors of Benetton,4.4,582,Fashion & Textile,Gurgaon / Gurugram +72 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
DHL Global Forwarding,4.0,581,Logistics,Chennai +21 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Ofbusiness,3.0,581,Internet,Gurgaon / Gurugram +41 other locations,,"Job Security, Work Life Balance, Company Culture"
Micromax Informatics,3.8,581,Consumer Electronics & Appliances,New Delhi +118 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Nspira Management Services,3.7,581,BPO,Hyderabad / Secunderabad +58 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Vadilal Industries,4.1,583,FMCG,Ahmedabad +85 other locations,"Work Life Balance, Job Security, Company Culture",
EdgeVerve Systems,3.3,580,Software Product,Bangalore / Bengaluru +14 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Quest Retail Private Limited,4.1,580,Retail,Gurgaon / Gurugram +64 other locations,"Job Security, Skill Development / Learning, Company Culture",
IKEA,4.0,580,Retail,Bangalore / Bengaluru +23 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
EaseMyTrip.com,4.0,580,Internet,New Delhi +8 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
BEML,3.8,579,Industrial Machinery,Bangalore / Bengaluru +37 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Jubilant Generics,3.9,579,Pharma,Roorkee +25 other locations,Salary & Benefits,"Promotions / Appraisal, Job Security"
Hilton,4.1,579,Hospitality,Bangalore / Bengaluru +40 other locations,"Company Culture, Job Security, Skill Development / Learning",
HLL Lifecare,3.7,579,Healthcare,Thiruvananthapuram +115 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Pathkind Diagnostics Private Limited,3.9,580,Healthcare,New Delhi +97 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
Pamac Finserve,3.2,578,BPO,Mumbai +59 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Jindal Poly Films,3.6,577,Packaging,Nashik +19 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Blackrock,3.5,577,Financial Services,Gurgaon / Gurugram +18 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
PTC,4.2,577,Software Product,Pune +41 other locations,"Work Life Balance, Company Culture, Job Security",
Consulting Engineers Group,4.1,577,Engineering & Construction,Jaipur +70 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Wood Group,3.8,577,Engineering & Construction,Chennai +30 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Belstar Microfinance,3.9,576,NBFC,Chennai +209 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
APL Apollo Tubes,4.0,575,Iron & Steel,Raipur +47 other locations,"Salary & Benefits, Work Life Balance, Work Satisfaction",
GAMMON INDIA,3.7,575,Engineering & Construction,Mumbai +70 other locations,,Promotions / Appraisal
NLC India Limited,4.4,575,Metals & Mining,Neyveli +26 other locations,"Work Life Balance, Job Security, Company Culture",
AVEVA,4.0,574,Software Product,Hyderabad / Secunderabad +14 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Anmol Industries,3.9,574,FMCG,Kolkata +87 other locations,Work Life Balance,Promotions / Appraisal
Gandhi Automations,4.0,574,Industrial Machinery,Mumbai +24 other locations,"Job Security, Salary & Benefits, Promotions / Appraisal",
HBL Power Systems,4.0,573,Electrical Equipment,Hyderabad / Secunderabad +50 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Amway India Enterprises,4.1,573,Fitness & Wellness,Gurgaon / Gurugram +80 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
